id,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Latitude,Longitude,Subgroup,Family
2023,Kalispel,United States of America,USA,fla,Critically endangered,"Spokane-Kalispel. Kalispel is a dialect of Spokane-Kalispe, which includes also Flathead (Salish).",,5.0,48.2549,-117.2174,,
2024,Kanoê,Brazil,BRA,kxo,Critically endangered,"Canoê, Kapixanã, Kanoê",,5.0,-13.1222,-61.051,Tupari,Tupi
2025,Liki,Indonesia,IDN,lio,Critically endangered,,,5.0,-1.6202,138.738,,
2026,Luiseño,United States of America,USA,lui,Critically endangered,,,5.0,33.4622,-117.1269,,
2027,Lushootseed,United States of America,USA,lut,Critically endangered,,,5.0,47.6074,-122.5681,,
2028,Mansim,Indonesia,IDN,had,Critically endangered,Borai,,5.0,-0.9008,134.0441,,
2029,Naman,Vanuatu,VUT,lzl,Critically endangered,Litzlitz,,5.0,-16.1216,167.4337,,
2030,Nasarian,Vanuatu,VUT,nvh,Critically endangered,,,5.0,-16.3517,167.4659,,
2031,Ndai,Cameroon,CMR,gke,Critically endangered,,,5.0,8.399,14.1641,,
2032,Ngalakan,Australia,AUS,nig,Critically endangered,"Hongalla, Ngalangan.",,5.0,-14.5729,134.4946,,
2033,Oro Win,Brazil,BRA,orw,Critically endangered,,,5.0,-11.6683,-65.1379,,
2034,Resígaro,Peru,PER,rgr,Critically endangered,,,5.0,-2.7674,-71.7187,,
2035,Southern Selkup,Russian Federation,RUS,sel,Critically endangered,"Ob Selkup, Ket Selkup (dialects)",,5.0,58.6626,85.8581,,
2036,Vano,Solomon Islands,SLB,vnk,Critically endangered,Lovono,,5.0,-11.6286,166.8383,Vanikoro,Austronesian
2037,Wunambal,Australia,AUS,wub,Critically endangered,"Unambal, Wumnabal, Wunambullu, Yeidji, Yeithi, Jeidji, Jeithi.",,5.0,-15.6124,125.0024,,
2038,Yuchi,United States of America,USA,yuc,Critically endangered,Euchee,,5.0,36.0009,-96.0988,,
2039,Bonerif,Indonesia,IDN,bnv,Critically endangered,,,4.0,-2.1088,139.2352,,
2040,Coeur d'Alene,United States of America,USA,crd,Critically endangered,,,4.0,43.3433,-116.8873,,
2041,Dharawal,Australia,AUS,tbh,Critically endangered,"Dharawaal, Thurawal, Turrubu",,4.0,-34.7235,150.5786,Yuin,Australian
2042,Lengilu,Indonesia,IDN,lgi,Critically endangered,,,4.0,3.7327,115.8728,,
2043,Ouma,Papua New Guinea,PNG,oum,Critically endangered,,,4.0,-10.232999999999999,149.1,Oumic,Austronesian
2044,Paakantyi,Australia,AUS,drl,Critically endangered,"Baagandji, Darling, Kula, Southern Baagandji",,4.0,-31.5598,143.3935,,
2045,Saponi,Indonesia,IDN,spi,Critically endangered,,,4.0,-2.4025,136.5037,,
2046,Tanema,Solomon Islands,SLB,tnw,Critically endangered,"Tanima, Tetawo",,4.0,-11.6986,166.9111,,
2047,Tehuelche,Argentina,ARG,teh,Critically endangered,Aonek'enk,,4.0,-51.5087,-70.3125,,
2048,Totoró,Colombia,COL,ttk,Critically endangered,,,4.0,2.504,-76.4016,Coconucan,Barbacoan
2049,Waanyi,Australia,AUS,gbc,Critically endangered,,,4.0,-17.7486,138.2739,,
2050,Worrorra,Australia,AUS,unp,Critically endangered,Worora,,4.0,-16.4887,124.6289,,
2051,Baldemu,Cameroon,CMR,bdn,Critically endangered,Baldamu,,3.0,10.5742,14.5623,,
2052,Bung,Cameroon,CMR,bqd,Critically endangered,,,3.0,6.5718,11.8267,,
2053,Canichana,Bolivia (Plurinational State of),BOL,caz,Extinct,,,3.0,-14.5835,-64.9731,Language Isolate,Language Isolate
2054,Central Pomo,United States of America,USA,poo,Critically endangered,,,3.0,38.9704,-123.6893,,
2055,Central Sierra Miwok,United States of America,USA,csm,Critically endangered,,,3.0,37.961999999999996,-120.2384,,
2056,Chemehuevi,United States of America,USA,ute,Critically endangered,Ute-Chemehuevi. Chemehuevi and Ute are considered dialects of the same language.,,3.0,34.0138,-114.2146,,
2057,Kiowa Apache,United States of America,USA,apk,Critically endangered,Plains Apache,,3.0,35.1018,-98.6033,,
2058,Konkow,United States of America,USA,mjd,Critically endangered,,,3.0,39.467,-121.5155,,
2059,Lake Miwok,United States of America,USA,lmw,Critically endangered,,,3.0,38.6426,-122.3849,,
2060,Mabiri,Chad,TCD,muj,Critically endangered,,,3.0,12.1682,18.7275,,
2061,Mescalero-Chiricahua Apache (Oklahoma),United States of America,USA,apm,Critically endangered,"Mescalero, Chiricahua",,3.0,34.8986,-98.3589,,
2062,Northern Pomo,United States of America,USA,pej,Critically endangered,,,3.0,39.4143,-123.3502,Northern Russian River,Hokan
2063,Sabanê,Brazil,BRA,sae,Critically endangered,Nambikwára,,3.0,-12.5277,-59.6859,,
2064,Southern Pomo,United States of America,USA,peq,Critically endangered,,,3.0,38.7048,-122.8971,,
2065,Southern Sierra Miwok,United States of America,USA,skd,Critically endangered,,,3.0,37.6148,-119.789,,
2066,Tubatulabal,United States of America,USA,tub,Critically endangered,,,3.0,35.6444,-118.5183,,
2067,Tuscarora (United States of America),United States of America,USA,tus,Critically endangered,,,3.0,43.0877,-79.0627,,
2068,Andoa (Peru),Peru,PER,anb,Critically endangered,"Gae, Semigae, Shimigae",,2.0,-2.6796,-76.2011,Zaparoan,Zaparoan
2069,Arikapu,Brazil,BRA,ark,Critically endangered,"Aricapu, Arikapu",,2.0,-12.0527,-64.7259,,
2070,Aurê-Aurá,Brazil,BRA,aux,Critically endangered,,,2.0,-2.9649,-46.2084,,
2071,Baré (Brazil),Brazil,BRA,"bae, mht",Critically endangered,Hanera,,2.0,0.4394,-68.2031,Inland Northern Maipuruan,Arawakan
2072,Cayuvava,Bolivia (Plurinational State of),BOL,cyb,Critically endangered,,,2.0,-12.7903,-65.3247,Language Isolate,Language Isolate
2073,Gajerrong,Australia,AUS,gdh,Critically endangered,"Gadjerawang, Gadjerong, Kajirrawung",,2.0,-15.222000000000001,128.6059,,
2074,Ganggalidda,Australia,AUS,gcd,Critically endangered,"Ganggalida, Kangkalita, Ganggalita, Jugula, Jakula, Yukala, Yukulta, Yugulda, Yokula.  Dialects: Kangkalita, Nguburindi",,2.0,-17.1001,138.3618,,
2075,Klallam,United States of America,USA,clm,Critically endangered,"Clallam, Straits Salish",,2.0,47.8475,-122.585,,
2076,Kunjen,Australia,AUS,kjn,Critically endangered,"Guguminjen, Kukumindjen.  Dialects: Ulkulu, Oykangand (Olgol, Olgolo, Olgel, Ogondyan).",,2.0,-16.1316,142.207,,
2077,Kuruáya,Brazil,BRA,kyr,Critically endangered,Curuaia,,2.0,-5.0033,-53.9208,,
2078,Lemerig,Vanuatu,VUT,vlr,Critically endangered,Sasar,,2.0,-13.7473,167.4096,,
2079,Luri,Nigeria,NGA,ldd,Critically endangered,,,2.0,9.9255,9.5965,,
2080,Maidu,United States of America,USA,nmu,Critically endangered,Northeastern Maidu or Mountain Maidu,,2.0,40.4134,-120.6738,,
2081,Oneida (New York),United States of America,USA,one,Critically endangered,,,2.0,43.0778,-75.6622,,
2082,Poyanawa,Brazil,BRA,pyn,Critically endangered,Poianáua,,2.0,-7.6238,-73.2568,,
2083,Puruborá,Brazil,BRA,pur,Critically endangered,,,2.0,-12.3292,-64.2919,,
2084,Salamãy,Brazil,BRA,mnd,Critically endangered,Mondé,,2.0,-8.7602,-63.9074,,
2085,Spokane,United States of America,USA,spo,Critically endangered,Spokane-Kalispel,,2.0,47.9286,-118.0165,,
2086,Tharkarri,Australia,AUS,dhl,Critically endangered,"Dhargari, Talandji, Dalandji, Dalendi, Djalendi, Tallainga, Talandi, Talaindji, Talangee, Taloinga, Thalanyji, Thalantji",,2.0,-24.148000000000003,114.6533,,
2087,Vacacocha,Peru,PER,ash,Critically endangered,Abishira. Tequiraca.,,2.0,-2.0869,-74.5092,,
2088,Wangaaybuwan,Australia,AUS,wyb,Critically endangered,"Wangaaybuwan-Nyiya, Wangaaybuwan (Wongaibon, Wombungee, Wongagibun, Wonghibon, Wonghi, Wonjhibon), Ngiyambaa (Giamba, Narran, Noongaburrah, Ngeumba, Ngiamba, Ngiumba, Ngjamba, Ngumbarr), Wayilwan (Waljwan).",,2.0,-31.1093,144.9975,,
2089,Xipáya,Brazil,BRA,xiy,Critically endangered,Shipaya,,2.0,-4.3902,-53.9648,,
2090,Apiaká,Brazil,BRA,api,Critically endangered,Apiacá,,1.0,-11.1519,-57.3113,,
2091,Bikya,Cameroon,CMR,byb,Critically endangered,,,1.0,6.8309,10.0277,,
2092,Bishuo,Cameroon,CMR,bwh,Critically endangered,,,1.0,6.9032,10.0991,,
2093,Diahói,Brazil,BRA,pah,Critically endangered,"Jiahui, Jahói, Djahui, Diahkoi, Diarroi",,1.0,-7.9939,-62.1936,,
2094,Laua,Papua New Guinea,PNG,luf,Critically endangered,,,1.0,-10.1824,149.2053,,
2095,Patwin,United States of America,USA,wit,Critically endangered,,,1.0,38.7608,-122.0354,,
2096,Pazeh,China,CHN,uun,Critically endangered,"Shekhoan, Lekwhan",,1.0,24.2469,120.7727,Paiwanic,Austronesian
2097,Pémono,Venezuela (Bolivarian Republic of),VEN,pev,Critically endangered,,,1.0,5.6487,-65.8081,,
2098,Taushiro,Peru,PER,trr,Critically endangered,Pinche,,1.0,-3.2502,-75.8935,,
2099,Tinigua,Colombia,COL,tit,Critically endangered,,,1.0,2.3833,-73.6413,,
2100,Tolowa,United States of America,USA,tol,Critically endangered,,,1.0,41.9566,-124.1915,,
2101,Uru,Bolivia (Plurinational State of),BOL,ure,Extinct,Uchumataqu,,1.0,-16.5519,-68.6645,,
2102,Volow,Vanuatu,VUT,mlv,Critically endangered,Valuwa,,1.0,-13.6433,167.7159,,
2103,Wintu-Nomlaki,United States of America,USA,wit,Critically endangered,,,1.0,39.8637,-122.0822,,
2104,Yahgan,Chile,CHL,yag,Critically endangered,Yámana,,1.0,-55.0028,-67.4615,,
2105,Yarawi,Papua New Guinea,PNG,sue,Critically endangered,,,1.0,-7.9001,147.6411,,
2106,!Gan!ne,South Africa,ZAF,kqu,Extinct,"!Gã!ne, Seroa, related to //Ku //'e",,0.0,-31.3911,26.6748,!Kwi,Khoisan
2107,Aasax,United Republic of Tanzania,TZA,aas,Extinct,Asa,,0.0,-5.1948,37.738,,
2108,Ahom,India,IND,aho,Extinct,,,0.0,26.5393,92.5378,Northwest Southwestern Tai,Tai-Kadai
2109,Ainu (Kuril),Russian Federation,RUS,ain,Extinct,,,0.0,46.8882,152.0068,,
2110,Ainu (Sakhalin),Russian Federation,RUS,ain,Extinct,,,0.0,47.3983,142.2949,,
2111,Akkala Saami,Russian Federation,RUS,sia,Extinct,,,0.0,67.5809,31.668000000000003,,
2112,Amanayé,Brazil,BRA,ama,Extinct,"Manaxo, Manajo, Amanage",,0.0,-3.7327,-49.1088,,
2113,Andoa (Ecuador),Ecuador,ECU,anb,Extinct,"Shimigae, Gae, Andoa language (Ethnologue)",,0.0,-2.3341,-76.5016,Zaparoan,Zaparoan
2114,Antoniano,United States of America,USA,sln,Extinct,Antoniano Salinan,,0.0,35.9717,-121.1757,Salinan-Seri,Hokan
2115,Aore,Vanuatu,VUT,aor,Extinct,,,0.0,-15.5767,167.1638,,
2116,Arapaho (Oklahoma),United States of America,USA,arp,Extinct,,,0.0,35.602,-97.9712,,
2117,Arapáso,Brazil,BRA,arj,Extinct,,,0.0,0.0,-66.0,,
2118,Aribwatsa,Papua New Guinea,PNG,laz,Extinct,,,0.0,-6.6523,147.2291,Busu,Austronesian
2119,Arman,Russian Federation,RUS,eve,Extinct,,,0.0,59.6732,150.1391,,
2120,Arta,Philippines,PHL,atz,Extinct,,,0.0,16.4225,121.7042,,
2121,Atacameño,"Argentina, Bolivia (Plurinational State of), Chile","ARG, BOL, CHL",kuz,Extinct,"Kunza, Likan Antai",,0.0,-22.7559,-68.247,,
2122,Atsugewi,United States of America,USA,atw,Extinct,,,0.0,40.8824,-122.6661,,
2123,Babuza,China,CHN,bzg,Extinct,"Favorlang, Poavosa",,0.0,24.01,120.62299999999999,,
2124,Baga Mboteni,Guinea,GIN,bgm,Critically endangered,,,0.0,10.7415,-14.5513,,
2125,Barbareño,United States of America,USA,boi,Extinct,,,0.0,34.4227,-119.7039,Chumash,Chumash
2126,Barzani Jewish Neo-Aramaic (Iraq),Iraq,IRQ,bjf,Extinct,"Lishan Didan, Lishan Dideni, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",,0.0,36.2619,43.9892,Northeastern Central Eastern Aramaic,Afroasiatic
2127,Basay,China,CHN,byq,Extinct,Kawanuwan,,0.0,25.1378,121.6543,Northern East Formosan,Austronesian
2128,Baygo,Sudan,SDN,byg,Extinct,Beygo,,0.0,11.7436,24.6423,Western Daju,Nilo-Saharan
2129,Berakou,Chad,TCD,bxv,Extinct,,,0.0,12.8492,15.032,,
2130,Berti,Sudan,SDN,byt,Extinct,,,0.0,14.6898,25.9524,Eastern Saharan,Nilo-Saharan
2131,Bina,Papua New Guinea,PNG,bmn,Extinct,,,0.0,-10.2365,149.6063,Magoric,Austronesian
2132,Birgid,Sudan,SDN,brk,Extinct,Birkit,,0.0,14.8598,25.0103,Birked,Nilo-Saharan
2133,Cacaopera,Nicaragua,NIC,ccr,Extinct,,,0.0,13.4109,-87.8741,Misumalpan,Misumalpan
2134,Cape Khoekhoe,South Africa,ZAF,naq,Extinct,Cape Hottentot,,0.0,-34.4522,19.7314,,
2135,Cappadocian Greek (Turkey),Turkey,TUR,cpg,Extinct,,,0.0,38.048,32.6953,Attic,Indo-European
2136,Catawba,United States of America,USA,chc,Extinct,,,0.0,34.9361,-81.0272,Catawba,Siouan
2137,Cayuga (Oklahoma),United States of America,USA,cay,Extinct,,,0.0,36.6302,-94.6441,,
2138,Cayuse,United States of America,USA,xcy,Extinct,,,0.0,44.9647,-118.5424,,
2139,Central Kalapuyan,United States of America,USA,kyl,Extinct,Santiam,,0.0,43.8,-123.06,,
2140,Cholon,Peru,PER,cht,Extinct,"Seeptsá, Tinganeses",,0.0,-8.8633,-76.1791,Hibito-Cholon,Hibito-Cholon
2141,Coptic,Egypt,EGY,cop,Extinct,Neo-Egyptian,,0.0,26.8915,29.0959,Egyptian,Afroasiatic
2142,Cowlitz,United States of America,USA,cow,Extinct,,,0.0,46.132,-122.8642,,
2143,Cupeño,United States of America,USA,cup,Extinct,,,0.0,33.364000000000004,-117.0756,,
2144,Dalmatian,Croatia,HRV,dlm,Extinct,,,0.0,45.0599,14.5719,Italo-Dalmatian,Indo-European
2145,Deti,Botswana,BWA,shg,Extinct,Language belonging to the Shua-Tshwa cluster.,,0.0,-20.9614,24.461,,
2146,Dharug,Australia,AUS,nil,Critically endangered,"Daruk, Dharuk",,0.0,-34.0344,150.9301,,
2147,Dhurga,Australia,AUS,dhu,Critically endangered," Dhu'rga, Durga, Thoorga, Tharumba",,0.0,-35.4964,150.249,Yuin,Australian
2148,Dicamay Agta,Philippines,PHL,duy,Extinct,"Dumagat, Dicamay Dumagat",,0.0,16.6998,122.0167,Northern Dumagat,Austronesian
2149,Dororo,Solomon Islands,SLB,drr,Extinct,,,0.0,-8.2169,157.3901,Kazukuru,East Papuan
2150,Duli,Cameroon,CMR,duz,Extinct,,,0.0,9.3813,13.5708,Duli,Niger-Congo
2151,Dura,Nepal,NPL,drq,Extinct,दुरा,,0.0,28.2898,84.4519,West Bodish,Sino-Tibetan
2152,Eastern Abenaki,United States of America,USA,aaq,Extinct,Penobscot (dialect),,0.0,44.9423,-68.7328,Eastern Algonquian,Algic
2153,Eastern Pomo,United States of America,USA,peb,Extinct,,,0.0,39.0461,-122.9211,Eastern,Hokan
2154,Eel River Athabaskan,United States of America,USA,wlk,Extinct,"Eel River Athabaskan; dialect clusters include Sinkyone, Nongatl, Lassik, and Wailaki.",,0.0,40.188,-123.6477,Mattole-Wailaki,Na-Dene
2155,Eliri,Sudan,SDN,eli,Severely endangered,,,0.0,4.5706,30.858,,
2156,Elmolo,Kenya,KEN,elo,Extinct,,,0.0,2.7212,36.7326,,
2157,Eotile,Côte d'Ivoire,CIV,eot,Extinct,Beti,,0.0,5.2495,-3.3233,,
2158,Eyak,United States of America,USA,eya,Extinct,,,0.0,60.2165,-143.3935,,
2159,Gaagudju,Australia,AUS,gbu,Extinct,"Gagadu, Kakdjuan, Kakdju, Kakadu, Abdedal, Abiddul, Kakakta",,0.0,-12.2755,132.6379,,
2160,Gafat,Ethiopia,ETH,gft,Extinct,,,0.0,10.6768,35.8264,Outer South Ethiopian n-Group,Afroasiatic
2161,Garífuna (Nicaragua),Nicaragua,NIC,cab,Critically endangered,,,0.0,12.5666,-83.7166,,
2162,Ge'ez,Ethiopia,ETH,gez,Extinct,,,0.0,8.9936,38.7597,North Ethiopian,Afroasiatic
2163,Getmata,Papua New Guinea,PNG,get,Extinct,,,0.0,-5.8346,149.0405,,
2164,Gey,Cameroon,CMR,guv,Extinct,,,0.0,9.384,13.5296,Gueve,Niger-Congo
2165,Gule,Sudan,SDN,gly,Extinct,,,0.0,10.0986,34.1235,Koman,Nilo-Saharan
2166,Guliguli,Solomon Islands,SLB,gli,Extinct,,,0.0,-8.2114,157.4615,Kazukuru,East Papuan
2167,Gününa Küne,Argentina,ARG,pue,Extinct,The language is called Gününa Yájich.,,0.0,-43.4848,-68.1591,,
2168,Hanis,United States of America,USA,csz,Extinct,Coos,,0.0,43.406000000000006,-124.2402,,
2169,Hoanya,China,CHN,ppu,Extinct,,,0.0,23.5665,120.3826,Paiwanic,Austronesian
2170,Homa,Sudan,SDN,hom,Extinct,,,0.0,5.5011,27.3779,Bira-Huku (D.30),Niger-Congo
2171,Horo,Chad,TCD,hor,Extinct,,,0.0,9.238999999999999,18.3444,Sara Proper,Nilo-Saharan
2172,Hpun,Myanmar,MMR,hpo,Extinct,Hpon,,0.0,24.65,97.0666,,
2173,Huitoto (Brazil),Brazil,BRA,"hto, huu, hux",Extinct,"Witoto, Oitoto",,0.0,-2.3723,-66.0937,,
2174,Hukumina,Indonesia,IDN,huw,Extinct,Bambaa,,0.0,-3.1514,126.2713,,
2175,Huron-Wyandot (United States of America),United States of America,USA,wya,Extinct,"Wendat, Huron-Wyandotte",,0.0,36.7923,-94.7229,Huron,Iroquoian
2176,Ifo,Vanuatu,VUT,iff,Extinct,,,0.0,-18.6605,169.1434,Bieria-Maii,Austronesian
2177,Ineseño,United States of America,USA,inz,Extinct,,,0.0,34.5942,-120.1371,Chumash,Chumash
2178,Island Carib,Dominica,DMA,crb,Extinct,,,0.0,15.4325,-61.2817,Caribbean,Arawakan
2179,Island Chumash,United States of America,USA,crz,Extinct,Cruzeño,,0.0,34.3821,-119.4574,Chumash,Chumash
2180,Jorá,Bolivia (Plurinational State of),BOL,jor,Critically endangered,,,0.0,-14.0246,-63.3581,Guarayu-Siriono-Jora (II),Tupi
2181,Judeo-Berber (Morocco),Morocco,MAR,jbe,Extinct,"Judeo-Tamazight, Tamazight des juifs marocains",,0.0,30.822,-6.8005,,
2182,Kamas,Russian Federation,RUS,"xas, zkb",Extinct,Koibal (dialect); a suffixed variant such as “Kamassian” is uncalled for,,0.0,57.9964,92.8784,Samoyed,Uralic
2183,Kamas Turk,Russian Federation,RUS,kjh,Extinct,,,0.0,58.108999999999995,92.7101,,
2184,Kaniet,Papua New Guinea,PNG,ktk,Extinct,,,0.0,-0.898,145.5441,Western Admiralty Islands,Austronesian
2185,Kansa,United States of America,USA,ksk,Extinct,Kaw,,0.0,36.7657,-96.8652,,
2186,Karaim (Crimea),Ukraine,UKR,kdr,Extinct,,,0.0,45.058,33.9477,,
2187,Karami,Papua New Guinea,PNG,xar,Extinct,,,0.0,-7.1335,143.8659,Minanibai,Trans-New Guinea
2188,Karelian (Valday),Russian Federation,RUS,krl,Extinct,,,0.0,58.0284,33.3215,,
2189,Katabaga,Philippines,PHL,ktq,Extinct,,,0.0,13.4366,122.5569,Unclassified Malayo-Polynesian,Austronesian
2190,Kato,United States of America,USA,ktw,Extinct,Cahto,,0.0,39.677,-123.4944,,
2191,Kayeli,Indonesia,IDN,kzl,Extinct,,,0.0,-3.39,127.1008,,
2192,Kazukuru,Solomon Islands,SLB,kzk,Extinct,,,0.0,-8.1598,157.4629,Kazukuru,East Papuan
2193,Kerek,Russian Federation,RUS,krk,Extinct,,,0.0,62.5996,176.9183,,
2194,Ketangalan,China,CHN,kae,Extinct,,,0.0,25.0433,121.4813,Unclassified Austronesian,Austronesian
2195,Klamath-Modoc,United States of America,USA,kla,Extinct,,,0.0,42.5767,-121.8637,,
2196,Konomihu,United States of America,USA,sht,Extinct,Konomihu Shasta,,0.0,41.2583,-123.3216,,
2197,Krenjê,Brazil,BRA,xre,Extinct,"Krem-Ye, Crenge, Crange, Creye, Crenye, Taze, Tage",,0.0,-2.5644,-46.6589,,
2198,Kulun,China,CHN,uun,Extinct,Kulon,,0.0,24.9823,121.3591,Paiwanic,Austronesian
2199,Kurtjar,Australia,AUS,gdj,Extinct,"Gurdjar,  Kurtjjar.",,0.0,-18.0623,140.4052,,
2200,Kw'adza,United Republic of Tanzania,TZA,wka,Extinct,Qwadza,,0.0,-5.3753,35.8621,South Cushitic,Afroasiatic
2201,Kwadi,Angola,ANG,kwz,Extinct,,,0.0,-15.2523,12.2277,Kwadi,Khoisan
2202,Laghu,Solomon Islands,SLB,lgb,Extinct,"Korighole, Katova",,0.0,-7.6157,158.7359,,
2203,Lenca,"El Salvador, Honduras","SLV, HND",len,Extinct,,,0.0,13.6459,-87.0996,,
2204,Li-Ngbee,Democratic Republic of the Congo,ZAI,jgb,Extinct,,,0.0,2.4931,28.059,Unclassified Central Narrow Bantu,Niger-Congo
2205,Liliali,Indonesia,IDN,kzl,Extinct,Leliali,,0.0,-3.39,127.1008,,
2206,Lipan,United States of America,USA,apl,Extinct,Lipan Apache,,0.0,33.1513,-105.79899999999999,,
2207,Lishan Didan (Iran),Iran (Islamic Republic of),IRN,trg,Extinct,"Lishanán, Lishanid Nash Didán, Lakhlokh, Galligallokh, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",,0.0,37.9615,44.6044,,
2208,Lishana Deni (Iraq),Iraq,IRQ,lsd,Extinct,"Lishan Hudaye, Lishan Hozaye, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",,0.0,36.9279,42.5115,,
2209,Lishanid Noshan (Iraq),Iraq,IRQ,aij,Extinct,"Lishana Didan, Hulani, Galligallokh, Jbeli, Hodhayutha, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",,0.0,36.1777,44.165,,
2210,Lower Chehalis,United States of America,USA,cea,Extinct,,,0.0,46.3227,-123.9724,,
